name,phone,phone.phones_enricher.carrier_type,email,email.emails_validator.status,website,city,state_code,rating,reviews,category,subtypes,full_name,first_name,last_name,title,contact_phone,contact_phone.phones_enricher.carrier_type,vertical,lead_score,email_verified,source_file
1-800 Water Damage of NE Dallas & SE Collin,+1 469-940-5144,mobile,cmaxwell@cox.net,INVALID,https://www.1800waterdamage.com/ne-dallas-se-collin/%3Futm_campaign%3Dgbp,Garland,TX,4.9,37.0,Water damage restoration service,Water damage restoration service,Cindy Maxwell,Cindy,Maxwell,marketing director at 1-800 water damage,,,damage_restoration_service,67,False,Outscraper-20260118234903s1b_water_damage_restoration_service_+8 (3).xlsx
Lawn Doctor of Rockwall-Heath-Sunnyvale-Forney,+1 469-410-1748,mobile,tsket@lawndoctorinc.com,INVALID,https://www.lawndoctor.com/rockwall-tx%3Futm_source%3Dgooglebusinessprofile%26utm_medium%3Dorganic%26utm_campaign%3DQiigo,,,4.7,37.0,Lawn care service,"Lawn care service, Service establishment, Landscaper, Pest control service",tony skettle,Tony,Skettle,president,,,turf_installer,67,False,Outscraper-20260122015357m07_artificial_turf_installer_+3 (1).xlsx
1-800 Water Damage of NE Dallas & SE Collin,+1 469-940-5144,mobile,green-t@mindspring.com,INVALID,https://www.1800waterdamage.com/ne-dallas-se-collin/%3Futm_campaign%3Dgbp,Garland,TX,4.9,37.0,Water damage restoration service,Water damage restoration service,Ed Ketchoyian,Ed,Ketchoyian,general manager,,,damage_restoration_service,67,False,Outscraper-20260118234903s1b_water_damage_restoration_service_+8 (3).xlsx
Total Turf Management LLC,+1 903-413-5379,mobile,matt@total-turf.com,RECEIVING,http://total-turf.com/,,,5.0,21.0,Lawn care service,"Lawn care service, Service establishment",,,,,,,turf_installer,67,False,Outscraper-20260122015357m07_artificial_turf_installer_+3 (1).xlsx
Total Turf Management LLC,+1 903-413-5379,mobile,eben@eyebytes.com,RECEIVING,http://total-turf.com/,,,5.0,21.0,Lawn care service,"Lawn care service, Service establishment",,,,,,,turf_installer,67,False,Outscraper-20260122015357m07_artificial_turf_installer_+3 (1).xlsx
1-800 Water Damage of NE Dallas & SE Collin,+1 469-940-5144,mobile,adamredhoward@gmail.com,RECEIVING,https://www.1800waterdamage.com/ne-dallas-se-collin/%3Futm_campaign%3Dgbp,Garland,TX,4.9,37.0,Water damage restoration service,Water damage restoration service,Adam Howard,Adam,Howard,president,19197459128,mobile,damage_restoration_service,67,False,Outscraper-20260118234903s1b_water_damage_restoration_service_+8 (3).xlsx
Lawn Doctor of Rockwall-Heath-Sunnyvale-Forney,+1 469-410-1748,mobile,rsust@lawndoctorinc.com,INVALID,https://www.lawndoctor.com/rockwall-tx%3Futm_source%3Dgooglebusinessprofile%26utm_medium%3Dorganic%26utm_campaign%3DQiigo,,,4.7,37.0,Lawn care service,"Lawn care service, Service establishment, Landscaper, Pest control service",robie sustayta,Robie,Sustayta,area general manager,,,turf_installer,67,False,Outscraper-20260122015357m07_artificial_turf_installer_+3 (1).xlsx
365 Custom Turf,+1 972-777-5147,mobile,info@365customturf.com,RECEIVING,http://365customturf.com/,Richardson,TX,4.2,53.0,Turf supplier,"Turf supplier, Landscaper",,,,,,,turf_installer,67,False,Outscraper-20260122015357m07_artificial_turf_installer_+3 (1).xlsx
Collin County Concrete,+1 214-402-0027,mobile,services@collincountyconcrete.com,INVALID,https://collincountyconcrete.com/,Allen,TX,5.0,25.0,Concrete contractor,Concrete contractor,,,,,,,repair,67,False,Outscraper-20260122014617m10_foundation_repair_+2 (1).xlsx
Texas Metals and Contracting,+1 903-453-7001,mobile,alex.fetsko@townsquareinteractive.com,INVALID,http://texasmetalsandcontracting.com/%3Futm_source%3Dorganic%26utm_medium%3Dgoogle_my_business%26utm_id%3Dgoogle,,,5.0,29.0,Construction company,"Construction company, Concrete contractor, Contractor, Service establishment, General contractor, Steel fabricator",,,,,,,buildings_barndos,67,False,Outscraper-20260122014906m6a_metal_buildings_barndos_+3 (1).xlsx
Texas Metals and Contracting,+1 903-453-7001,mobile,meghan.mcmichael@townsquareinteractive.com,INVALID,http://texasmetalsandcontracting.com/%3Futm_source%3Dorganic%26utm_medium%3Dgoogle_my_business%26utm_id%3Dgoogle,,,5.0,29.0,Construction company,"Construction company, Concrete contractor, Contractor, Service establishment, General contractor, Steel fabricator",,,,,,,buildings_barndos,67,False,Outscraper-20260122014906m6a_metal_buildings_barndos_+3 (1).xlsx
Valor Epoxy & Flooring,+1 972-322-8643,mobile,valorepoxy@gmail.com,RECEIVING,http://valorepoxy.com/,,,4.9,30.0,Flooring contractor,"Flooring contractor, Service establishment, Floor refinishing service",,,,,,,floor_coating,67,False,Outscraper-20260122015616m1a_epoxy_floor_coating_+3 (1).xlsx
Ferguson Equipment Repair Group LLC,+1 346-218-6993,mobile,service@fergrepair.com,INVALID,https://fergrepair.com/%3Futm_source%3DGMB,Willis,TX,4.8,33.0,Farm equipment repair service,"Farm equipment repair service, Equipment supplier, Mechanic",,,,,,,equipment_repair,67,False,Outscraper-20260122015520m63_heavy_equipment_repair_+3 (1).xlsx
Ferguson Equipment Repair Group LLC,+1 346-218-6993,mobile,service@fergusonequipmentrepairgroup.com,INVALID,https://fergrepair.com/%3Futm_source%3DGMB,Willis,TX,4.8,33.0,Farm equipment repair service,"Farm equipment repair service, Equipment supplier, Mechanic",,,,,,,equipment_repair,67,False,Outscraper-20260122015520m63_heavy_equipment_repair_+3 (1).xlsx
FoRRest Mobile Small Engine Repair LLC,+1 214-406-6105,mobile,fsermobile@gmail.com,RECEIVING,http://fsermobile.com/,Rockwall,TX,4.5,46.0,Lawn mower repair service,"Lawn mower repair service, Small engine repair service",,,,,,,equipment_repair,67,False,Outscraper-20260122015520m63_heavy_equipment_repair_+3 (1).xlsx
Texas Metals and Contracting,+1 903-453-7001,mobile,texasmetalsandcontracting@yahoo.com,RECEIVING,http://texasmetalsandcontracting.com/%3Futm_source%3Dorganic%26utm_medium%3Dgoogle_my_business%26utm_id%3Dgoogle,,,5.0,29.0,Construction company,"Construction company, Concrete contractor, Contractor, Service establishment, General contractor, Steel fabricator",,,,,,,buildings_barndos,67,False,Outscraper-20260122014906m6a_metal_buildings_barndos_+3 (1).xlsx
Lawn Doctor of Rockwall-Heath-Sunnyvale-Forney,+1 469-410-1748,mobile,vmarr@lawndoctorinc.com,INVALID,https://www.lawndoctor.com/rockwall-tx%3Futm_source%3Dgooglebusinessprofile%26utm_medium%3Dorganic%26utm_campaign%3DQiigo,,,4.7,37.0,Lawn care service,"Lawn care service, Service establishment, Landscaper, Pest control service",victor marrero,Victor,Marrero,president-ibew local 45,,,turf_installer,67,False,Outscraper-20260122015357m07_artificial_turf_installer_+3 (1).xlsx
Rockwall Stone Design,+1 972-948-8965,mobile,info@rockwallstone.net,INVALID,http://www.rockwallstonedesign.com/,,,5.0,12.0,Landscape designer,"Landscape designer, Service establishment, Landscape architect, Retaining wall supplier",,,,,,,wall_contractor,66,False,Outscraper-20260122015745m61_retaining_wall_contractor_+3 (1).xlsx
Fredonia Outdoor Services,+1 214-482-4496,mobile,info@fredoniaoutdoorservices.com,INVALID,http://fredoniaoutdoorservices.com/,Rockwall,TX,5.0,17.0,Construction company,Construction company,,,,,,,wall_contractor,66,False,Outscraper-20260122015745m61_retaining_wall_contractor_+3 (1).xlsx
Extreme Concrete Construction LLC,+1 214-606-0727,mobile,bids@extremeconcreteconstructionllc.com,RECEIVING,http://www.extremeconcreteconstructionllc.com/,Forney,TX,4.7,22.0,Concrete contractor,"Concrete contractor, General contractor",,,,,,,repair,66,False,Outscraper-20260122014617m10_foundation_repair_+2 (1).xlsx
Vista Buena LLC,+1 214-566-0574,mobile,octavio@buenavistaconstructions.com,RECEIVING,https://vista-buena.com/,,,5.0,19.0,Landscaper,"Landscaper, Service establishment, Lawn sprinkler system contractor",,,,,,,wall_contractor,66,False,Outscraper-20260122015745m61_retaining_wall_contractor_+3 (1).xlsx
Concrete Resurfacing Specialist,+1 214-364-5008,mobile,info@txcrs.com,INVALID,https://txcrs.com/,,,5.0,12.0,Concrete contractor,"Concrete contractor, Service establishment, Floor refinishing service, Flooring contractor",,,,,,,repair,66,False,Outscraper-20260122014617m10_foundation_repair_+2 (1).xlsx
Rockwall Contractors,+1 972-762-9502,mobile,ecastro@rockwallcontractors.com,RECEIVING,https://www.rockwallcontractors.com/,Rockwall,TX,4.9,29.0,General contractor,"General contractor, Bathroom remodeler, Kitchen remodeler, Masonry contractor, Remodeler, Swimming pool contractor",,,,,,,wall_contractor,66,False,Outscraper-20260122015745m61_retaining_wall_contractor_+3 (1).xlsx
Mike's Mobile Garage,+1 903-422-1274,mobile,mike@mikesmobilerepairtx.com,RECEIVING,http://www.mikesmobilerepairtx.com/,Melissa,TX,5.0,18.0,Tractor repair shop,Tractor repair shop,,,,,,,equipment_repair,66,False,Outscraper-20260122015520m63_heavy_equipment_repair_+3 (1).xlsx
On Target Mobile Repair LLC,+1 469-897-1241,mobile,ontargetmobilerepair@gmail.com,RECEIVING,https://www.ontargetmobilerepair.com/,,,5.0,12.0,Diesel engine repair service,"Diesel engine repair service, Service establishment, Mechanic, Repair service",,,,,,,equipment_repair,66,False,Outscraper-20260122015520m63_heavy_equipment_repair_+3 (1).xlsx
On Target Mobile Repair LLC,+1 469-897-1241,mobile,info@ontargetmobilerepair.com,INVALID,https://www.ontargetmobilerepair.com/,,,5.0,12.0,Diesel engine repair service,"Diesel engine repair service, Service establishment, Mechanic, Repair service",,,,,,,equipment_repair,66,False,Outscraper-20260122015520m63_heavy_equipment_repair_+3 (1).xlsx
First Response Mobile Trailer Repair,+1 469-970-0462,mobile,,,https://www.firstresponsetrailer.com/,,,5.0,12.0,Mechanic,"Mechanic, Service establishment",,,,,,,equipment_repair,66,False,Outscraper-20260122015520m63_heavy_equipment_repair_+3 (1).xlsx
Rockwall Stone Design,+1 972-948-8965,mobile,info@rockwallstonedesign.com,RECEIVING,http://www.rockwallstonedesign.com/,,,5.0,12.0,Landscape designer,"Landscape designer, Service establishment, Landscape architect, Retaining wall supplier",,,,,,,wall_contractor,66,False,Outscraper-20260122015745m61_retaining_wall_contractor_+3 (1).xlsx
Rockwall Stone Design,+1 972-948-8965,mobile,rockwallstonedesign@gmail.com,RECEIVING,http://www.rockwallstonedesign.com/,,,5.0,12.0,Landscape designer,"Landscape designer, Service establishment, Landscape architect, Retaining wall supplier",,,,,,,wall_contractor,66,False,Outscraper-20260122015745m61_retaining_wall_contractor_+3 (1).xlsx
Howard-Dale Electrical Services,+1 469-512-3542,mobile,info@hdelectrical.com,INVALID,http://callhdelectrical.com/,,,5.0,13.0,Electrician,"Electrician, Service establishment",,,,,,,pool_contractor,66,False,Outscraper-20260122015301m55_swimming_pool_contractor_+3.xlsx
Vista Buena LLC,+1 214-566-0574,mobile,octavio@buenavistaconstructions.com,RECEIVING,https://vista-buena.com/,,,5.0,19.0,Landscaper,"Landscaper, Service establishment, Lawn sprinkler system contractor",,,,,,,pool_contractor,66,False,Outscraper-20260122015301m55_swimming_pool_contractor_+3.xlsx
TX Blue Line Pools,+1 214-458-7998,mobile,txbluelinepools@gmail.com,RECEIVING,http://www.txbluelinepools.com/,,,5.0,13.0,Swimming pool contractor,"Swimming pool contractor, Service establishment",,,,,,,pool_contractor,66,False,Outscraper-20260122015301m55_swimming_pool_contractor_+3.xlsx
TX Blue Line Pools,+1 214-458-7998,mobile,lemonad@jovanny.ru,INVALID,http://www.txbluelinepools.com/,,,5.0,13.0,Swimming pool contractor,"Swimming pool contractor, Service establishment",,,,,,,pool_contractor,66,False,Outscraper-20260122015301m55_swimming_pool_contractor_+3.xlsx
JJ General Contractor LLC,+1 469-831-8810,mobile,info@jjgeneralcontractor.net,RECEIVING,http://www.jjgeneralcontractors.net/,,,5.0,12.0,General contractor,"General contractor, Service establishment",,,,,,,pool_contractor,66,False,Outscraper-20260122015301m55_swimming_pool_contractor_+3.xlsx
14K Water Play,+1 469-509-0998,mobile,contact@14kwaterplay.com,UNKNOWN,http://14kwaterplay.com/,,,5.0,13.0,Boat rental service,"Boat rental service, Service establishment",,,,,,,pool_contractor,66,False,Outscraper-20260122015301m55_swimming_pool_contractor_+3.xlsx
RestoreNow Property Restoration,+1 214-384-6828,mobile,info@restorenow.pro,RECEIVING,http://www.restorenow.pro/,Nevada,TX,5.0,10.0,Water damage restoration service,"Water damage restoration service, Fire damage restoration service, General contractor",,,,,,,damage_restoration_service,66,False,Outscraper-20260118234903s1b_water_damage_restoration_service_+8 (3).xlsx
Howard-Dale Electrical Services,+1 469-512-3542,mobile,callhdelectrical@gmail.com,RECEIVING,http://callhdelectrical.com/,,,5.0,13.0,Electrician,"Electrician, Service establishment",,,,,,,pool_contractor,66,False,Outscraper-20260122015301m55_swimming_pool_contractor_+3.xlsx
Howard-Dale Electrical Services,+1 469-512-3542,mobile,callhdelecrtrical@gmail.com,INVALID,http://callhdelectrical.com/,,,5.0,13.0,Electrician,"Electrician, Service establishment",,,,,,,pool_contractor,66,False,Outscraper-20260122015301m55_swimming_pool_contractor_+3.xlsx
Triple M Heating & Air Solutions LLC,+1 469-268-1493,mobile,triplemhvacsolutions@gmail.com,RECEIVING,https://www.triplemairsolutions.com/,,,5.0,13.0,Air conditioning repair service,"Air conditioning repair service, Air conditioning contractor, Air conditioning system supplier, Air duct cleaning service, Service establishment, Heating contractor, Heating equipment supplier, HVAC contractor",,,,,,,equipment_repair,66,False,Outscraper-20260122015520m63_heavy_equipment_repair_+3 (1).xlsx
"TCC Construction Co, LLC (Rockwall)",+1 214-908-7432,mobile,joseph@tcctex.com,RECEIVING,http://www.tcctex.com/home/rockwall-location/,Rockwall,TX,4.7,13.0,Roofing contractor,"Concrete contractor, Roofing contractor, Fence contractor, General contractor",,,,,,,repair,65,False,Outscraper-20260122014617m10_foundation_repair_+2 (1).xlsx
Medical Equipment Repair,+1 214-325-4349,mobile,info@repairprousa.com,RECEIVING,http://www.repairprousa.com/,Allen,TX,5.0,6.0,Medical equipment supplier,"Repair service, Medical equipment supplier",,,,,,,equipment_repair,65,False,Outscraper-20260122015520m63_heavy_equipment_repair_+3 (1).xlsx
Truck Repair Expert,+1 214-463-2961,mobile,contact@truckrepairexpert.com,UNKNOWN,https://truckrepairexpert.com/diesel-mechanic-sachse-tx/,Sachse,TX,5.0,1.0,Truck repair shop,Truck repair shop,,,,,,,equipment_repair,65,False,Outscraper-20260122015520m63_heavy_equipment_repair_+3 (1).xlsx
"TCC Construction Co, LLC (Rockwall)",+1 214-908-7432,mobile,boss@tcctex.com,RECEIVING,http://www.tcctex.com/home/rockwall-location/,Rockwall,TX,4.7,13.0,Roofing contractor,"Concrete contractor, Roofing contractor, Fence contractor, General contractor",,,,,,,repair,65,False,Outscraper-20260122014617m10_foundation_repair_+2 (1).xlsx
Roltex Concrete LLC - Driveways & Concrete Pouring Services,+1 903-413-5063,mobile,info@roltexconcretellc.com,RECEIVING,http://www.roltexconcretellc.com/,,,5.0,7.0,Concrete contractor,"Concrete contractor, Service establishment",,,,,,,repair,65,False,Outscraper-20260122014617m10_foundation_repair_+2 (1).xlsx
T.X. Steele,+1 214-280-3264,mobile,micah@micahrich.com,RECEIVING,http://txsteele.com/,Caddo Mills,TX,4.4,29.0,Custom home builder,Custom home builder,,,,,,,buildings_barndos,65,False,Outscraper-20260122014906m6a_metal_buildings_barndos_+3 (1).xlsx
TX Pool & Construction,+1 469-494-9120,mobile,aulloa@txpoolconstruction.com,RECEIVING,https://txpoolconstruction.com/,Dallas,TX,4.8,19.0,Swimming pool contractor,Swimming pool contractor,,,,,,,pool_contractor,65,False,Outscraper-20260122015301m55_swimming_pool_contractor_+3.xlsx
Famoustx pools & construction,+1 214-507-7239,mobile,sales@ftxpoolsandconstruction.com,RECEIVING,http://famoustxpoolsandconstruction.com/,,,5.0,6.0,Construction company,"Construction company, Service establishment",,,,,,,pool_contractor,65,False,Outscraper-20260122015301m55_swimming_pool_contractor_+3.xlsx
Creative Pools Rockwall,+1 214-923-7909,mobile,agustinamingote@gmail.com,RECEIVING,https://creativepoolsrockwall.com/,,,5.0,7.0,Swimming pool contractor,"Swimming pool contractor, Service establishment",,,,,,,pool_contractor,65,False,Outscraper-20260122015301m55_swimming_pool_contractor_+3.xlsx
Famoustx pools & construction,+1 214-507-7239,mobile,famoustxpools.construction@gmail.com,RECEIVING,http://famoustxpoolsandconstruction.com/,,,5.0,6.0,Construction company,"Construction company, Service establishment",,,,,,,pool_contractor,65,False,Outscraper-20260122015301m55_swimming_pool_contractor_+3.xlsx
Creative Pools Rockwall,+1 214-923-7909,mobile,contact@sansoxygen.com,RECEIVING,https://creativepoolsrockwall.com/,,,5.0,7.0,Swimming pool contractor,"Swimming pool contractor, Service establishment",,,,,,,pool_contractor,65,False,Outscraper-20260122015301m55_swimming_pool_contractor_+3.xlsx
Turf Solutions,+1 214-641-3727,mobile,brad@lonestarturf.com,RECEIVING,http://www.lonestarturf.com/,,,5.0,6.0,Lawn care service,"Lawn care service, Service establishment",,,,,,,turf_installer,65,False,Outscraper-20260122015357m07_artificial_turf_installer_+3 (1).xlsx
Turf Green Lawn Care,+1 469-230-7895,mobile,contact@turfgreenlawn.net,RECEIVING,http://turfgreenlawn.net/,Nevada,TX,4.9,17.0,Lawn care service,Lawn care service,,,,,,,turf_installer,65,False,Outscraper-20260122015357m07_artificial_turf_installer_+3 (1).xlsx
Turf Green Lawn Care,+1 469-230-7895,mobile,info@mysite.com,RECEIVING,http://turfgreenlawn.net/,Nevada,TX,4.9,17.0,Lawn care service,Lawn care service,,,,,,,turf_installer,65,False,Outscraper-20260122015357m07_artificial_turf_installer_+3 (1).xlsx
Turf Green Lawn Care,+1 469-230-7895,mobile,info@turfgreenlawn.net,INVALID,http://turfgreenlawn.net/,Nevada,TX,4.9,17.0,Lawn care service,Lawn care service,,,,,,,turf_installer,65,False,Outscraper-20260122015357m07_artificial_turf_installer_+3 (1).xlsx
Drees Custom Homes at Hillstead,+1 469-600-6800,fixed line,sharon.thornton@hughes.net,INVALID,https://www.dreeshomes.com/new-homes-dallas-ft-worth/lavon-tx/comm-hillstead/hillstead/%3Fview%3Dfloorplans,Lavon,TX,5.0,1.0,Custom home builder,Custom home builder,Sharon Thornton,Sharon,Thornton,senior estimator,15402291059.0,mobile,pool_contractor,65,False,Outscraper-20260122015301m55_swimming_pool_contractor_+3.xlsx
Turf Solutions,+1 214-641-3727,mobile,brad@turfsolutions.com,RECEIVING,http://www.lonestarturf.com/,,,5.0,6.0,Lawn care service,"Lawn care service, Service establishment",,,,,,,turf_installer,65,False,Outscraper-20260122015357m07_artificial_turf_installer_+3 (1).xlsx
DFW Turf & Design LLC,+1 214-753-3040,mobile,Ntxturfdesign@gmail.com,RECEIVING,https://www.facebook.com/profile.php%3Fid%3D61555486511097%26mibextid%3DLQQJ4d,,,5.0,2.0,Turf supplier,"Turf supplier, Service establishment",,,,,,,turf_installer,65,False,Outscraper-20260122015357m07_artificial_turf_installer_+3 (1).xlsx
Apex Turf & Outdoor Design Llc,+1 469-668-8026,mobile,jorgeb@apexturfandoutdoor.com,INVALID,http://apexturfandoutdoor.com/,,,5.0,3.0,Turf supplier,"Turf supplier, Service establishment",,,,,,,turf_installer,65,False,Outscraper-20260122015357m07_artificial_turf_installer_+3 (1).xlsx
"TX Turf & Outdoor, LLC",+1 214-499-4034,mobile,matt@tx-turf.com,RECEIVING,https://tx-turf.com/,McKinney,TX,5.0,2.0,Turf supplier,Turf supplier,,,,,,,turf_installer,65,False,Outscraper-20260122015357m07_artificial_turf_installer_+3 (1).xlsx
"TX Turf & Outdoor, LLC",+1 214-499-4034,mobile,hello@rfuenzalida.com,INVALID,https://tx-turf.com/,McKinney,TX,5.0,2.0,Turf supplier,Turf supplier,,,,,,,turf_installer,65,False,Outscraper-20260122015357m07_artificial_turf_installer_+3 (1).xlsx
"TX Turf & Outdoor, LLC",+1 214-499-4034,mobile,matt@pixelspread.com,RECEIVING,https://tx-turf.com/,McKinney,TX,5.0,2.0,Turf supplier,Turf supplier,,,,,,,turf_installer,65,False,Outscraper-20260122015357m07_artificial_turf_installer_+3 (1).xlsx
"TCC Construction Co, LLC (Rockwall)",+1 214-908-7432,mobile,samuel.tully@yahoo.com,RECEIVING,http://www.tcctex.com/home/rockwall-location/,Rockwall,TX,4.7,13.0,Roofing contractor,"Roofing contractor, Concrete contractor, Fence contractor, General contractor",,,,,,,wall_contractor,65,False,Outscraper-20260122015745m61_retaining_wall_contractor_+3 (1).xlsx
"TCC Construction Co, LLC (Rockwall)",+1 214-908-7432,mobile,boss@tcctex.com,RECEIVING,http://www.tcctex.com/home/rockwall-location/,Rockwall,TX,4.7,13.0,Roofing contractor,"Roofing contractor, Concrete contractor, Fence contractor, General contractor",,,,,,,wall_contractor,65,False,Outscraper-20260122015745m61_retaining_wall_contractor_+3 (1).xlsx
Las Colinas Pools & Spas,+1 972-979-3885,mobile,lascolinaspools@gmail.com,RECEIVING,https://lascolinaspools.com/,Plano,TX,5.0,5.0,Swimming pool contractor,Swimming pool contractor,,,,,,,pool_contractor,65,False,Outscraper-20260122015301m55_swimming_pool_contractor_+3.xlsx
ART Pool Service,+1 945-341-5177,mobile,artpoolsvc@gmail.com,RECEIVING,https://www.artpoolservice.com/,,,5.0,9.0,Swimming pool repair service,"Swimming pool repair service, Service establishment",,,,,,,pool_contractor,65,False,Outscraper-20260122015301m55_swimming_pool_contractor_+3.xlsx
Drees Custom Homes at Hillstead,+1 469-600-6800,fixed line,laurel1180@msn.com,RECEIVING,https://www.dreeshomes.com/new-homes-dallas-ft-worth/lavon-tx/comm-hillstead/hillstead/%3Fview%3Dfloorplans,Lavon,TX,5.0,1.0,Custom home builder,Custom home builder,Laurel Stearns,Laurel,Stearns,design consultant,15126710378.0,mobile,pool_contractor,65,False,Outscraper-20260122015301m55_swimming_pool_contractor_+3.xlsx
Roltex Concrete LLC - Driveways & Concrete Pouring Services,+1 903-413-5063,mobile,info@roltexconcretellc.com,RECEIVING,http://www.roltexconcretellc.com/,,,5.0,7.0,Concrete contractor,"Concrete contractor, Service establishment",,,,,,,wall_contractor,65,False,Outscraper-20260122015745m61_retaining_wall_contractor_+3 (1).xlsx
Hudson Epoxy Flooring LLC,+1 551-697-3309,mobile,hudsonepoxyflooring@gmail.com,RECEIVING,https://hudsonepoxyflooring.com/,Bayonne,NJ,4.5,26.0,Flooring contractor,"Flooring contractor, Concrete contractor, Contractor",,,,,,,floor_coating,65,False,Outscraper-20260122015616m1a_epoxy_floor_coating_+3 (1).xlsx
Epoxy Floored,+1 469-693-1017,mobile,epoxyfloored@yahoo.com,RECEIVING,https://epoxyfloored.com/,Melissa,TX,5.0,7.0,Flooring contractor,Flooring contractor,,,,,,,floor_coating,65,False,Outscraper-20260122015616m1a_epoxy_floor_coating_+3 (1).xlsx
NTX Landscaping & Design,+1 469-990-3335,mobile,support@webador.com,RECEIVING,https://www.ntxlandscapingdesign.com/,,,5.0,4.0,Landscaper,"Landscaper, Concrete contractor, Construction company, Contractor, Service establishment, Lawn sprinkler system contractor, Masonry contractor, Sod supplier",,,,,,,wall_contractor,65,False,Outscraper-20260122015745m61_retaining_wall_contractor_+3 (1).xlsx
Merit Construction NTX,+1 972-955-3214,mobile,team@latofonts.com,RECEIVING,https://meritconstruction.net/,,,4.6,21.0,Steel erector,"Steel erector, Service establishment",,,,,,,buildings_barndos,65,False,Outscraper-20260122014906m6a_metal_buildings_barndos_+3 (1).xlsx
"TCC Construction Co, LLC (Rockwall)",+1 214-908-7432,mobile,joseph@tcctex.com,RECEIVING,http://www.tcctex.com/home/rockwall-location/,Rockwall,TX,4.7,13.0,Roofing contractor,"Roofing contractor, Concrete contractor, Fence contractor, General contractor",,,,,,,wall_contractor,65,False,Outscraper-20260122015745m61_retaining_wall_contractor_+3 (1).xlsx
SAS CONCRETE SERVICES,+1 214-715-0861,mobile,sasconcreteservices@gmail.com,RECEIVING,http://facebook.com/sasconcreteservices,,,5.0,3.0,Concrete contractor,"Concrete contractor, Service establishment",,,,,,,wall_contractor,65,False,Outscraper-20260122015745m61_retaining_wall_contractor_+3 (1).xlsx
JCK Concrete Inc.,+1 469-338-7666,mobile,cesar.b@jckcorporate.net,RECEIVING,http://www.jckconcrete.net/,Royse City,TX,4.8,14.0,Concrete contractor,"Concrete contractor, Construction company",,,,,,,repair,65,False,Outscraper-20260122014617m10_foundation_repair_+2 (1).xlsx
"TCC Construction Co, LLC (Rockwall)",+1 214-908-7432,mobile,samuel.tully@yahoo.com,RECEIVING,http://www.tcctex.com/home/rockwall-location/,Rockwall,TX,4.7,13.0,Roofing contractor,"Concrete contractor, Roofing contractor, Fence contractor, General contractor",,,,,,,repair,65,False,Outscraper-20260122014617m10_foundation_repair_+2 (1).xlsx
"Wayne Cole Contracting, LLC",+1 469-910-2997,mobile,info@waynecolecontracting.com,RECEIVING,https://www.waynecolecontracting.com/,,,5.0,4.0,Construction company,"Construction company, Building consultant, Service establishment",,,,,,,buildings_barndos,65,False,Outscraper-20260122014906m6a_metal_buildings_barndos_+3 (1).xlsx
True Steel Construction,+1 917-204-9870,mobile,truesteelconstruction@gmail.com,RECEIVING,https://www.truesteelconstruction.com/,Newark,NJ,5.0,2.0,Steel construction company,"Steel construction company, Metal services, Steel fabricator, Steel framework contractor",,,,,,,buildings_barndos,65,False,Outscraper-20260122014906m6a_metal_buildings_barndos_+3 (1).xlsx
T.X. Steele,+1 214-280-3264,mobile,riley@txsteele.com,RECEIVING,http://txsteele.com/,Caddo Mills,TX,4.4,29.0,Custom home builder,Custom home builder,,,,,,,buildings_barndos,65,False,Outscraper-20260122014906m6a_metal_buildings_barndos_+3 (1).xlsx
T.X. Steele,+1 214-280-3264,mobile,gary@txsteele.com,RECEIVING,http://txsteele.com/,Caddo Mills,TX,4.4,29.0,Custom home builder,Custom home builder,,,,,,,buildings_barndos,65,False,Outscraper-20260122014906m6a_metal_buildings_barndos_+3 (1).xlsx
"TCC Construction Co, LLC (Rockwall)",+1 214-908-7432,mobile,joseph@tcctex.com,RECEIVING,http://www.tcctex.com/home/rockwall-location/,Rockwall,TX,4.7,13.0,Roofing contractor,"Roofing contractor, Concrete contractor, Fence contractor, General contractor",,,,,,,buildings_barndos,65,False,Outscraper-20260122014906m6a_metal_buildings_barndos_+3 (1).xlsx
JCK Concrete Inc.,+1 469-338-7666,mobile,jckreceivables@jckcorporate.net,RECEIVING,http://www.jckconcrete.net/,Royse City,TX,4.8,14.0,Concrete contractor,"Concrete contractor, Construction company",,,,,,,repair,65,False,Outscraper-20260122014617m10_foundation_repair_+2 (1).xlsx
Custom Concrete & Construction,+1 214-632-9408,mobile,john@customconcretetx.net,RECEIVING,https://www.customconcretetx.net/,,,4.7,13.0,Concrete contractor,"Concrete contractor, Service establishment",,,,,,,repair,65,False,Outscraper-20260122014617m10_foundation_repair_+2 (1).xlsx
JCK Concrete Inc.,+1 469-338-7666,mobile,jckpayables@jckcorporate.net,RECEIVING,http://www.jckconcrete.net/,Royse City,TX,4.8,14.0,Concrete contractor,"Concrete contractor, Construction company",,,,,,,repair,65,False,Outscraper-20260122014617m10_foundation_repair_+2 (1).xlsx
True Steel Construction,+1 917-204-9870,mobile,sales@truesteelconstruction.com,RECEIVING,https://www.truesteelconstruction.com/,Newark,NJ,5.0,2.0,Steel construction company,"Steel construction company, Metal services, Steel fabricator, Steel framework contractor",,,,,,,buildings_barndos,65,False,Outscraper-20260122014906m6a_metal_buildings_barndos_+3 (1).xlsx
