about,address,area_service,booking_appointment_link,business_status,category,cid,city,company_insights.address,company_insights.city,company_insights.country,company_insights.description,company_insights.employees,company_insights.facebook_company_page,company_insights.founded_year,company_insights.industry,company_insights.is_public,company_insights.linkedin_bio,company_insights.linkedin_company_page,company_insights.name,company_insights.phone,company_insights.phone.phones_enricher.carrier_name,company_insights.phone.phones_enricher.carrier_type,company_insights.revenue,company_insights.state,company_insights.timezone,company_insights.twitter_handle,company_insights.zip,country,country_code,county,description,google_id,h3,kgmid,latitude,located_google_id,located_in,location_link,location_reviews_link,logo,longitude,menu_link,name,name_for_emails,order_links,other_hours,owner_id,owner_link,owner_title,phone,phone.phones_enricher.carrier_name,phone.phones_enricher.carrier_type,photo,photos_count,place_id,plus_code,popular_times,postal_code,posts,prices,query,range,rating,reservation_links,reviews,reviews_id,reviews_link,reviews_per_score,reviews_tags,state,state_code,street,street_view,subtypes,time_zone,type,typical_time_spent,verified,website,working_hours,working_hours_csv_compatible
{'Accessibility': {'Wheelchair accessible parking lot': True}},"1703 Martinez Ln, Wylie, TX 75098",False,,OPERATIONAL,,14547940612390170705,Wylie,,,,,,,,,,,,,,,,,,,,,United States of America,US,,,0x864c0362b1662c2f:0xc9e4aae89efeb051,8926c82108fffff,/g/1tnjjznd,32.9978268,,,"https://www.google.com/maps/place/Quality+Steel+Erectors/@32.9978268,-96.55424119999999,14z/data=!4m8!1m2!2m1!1sQuality+Steel+Erectors!3m4!1s0x864c0362b1662c2f:0xc9e4aae89efeb051!8m2!3d32.9978268!4d-96.55424119999999","https://www.google.com/maps/place/Quality+Steel+Erectors/@32.9978268,-96.55424119999999,13.99z/data=!4m16!1m7!3m6!1s0x864c0362b1662c2f:0xc9e4aae89efeb051!2sQuality+Steel+Erectors!8m2!3d32.9978268!4d-96.55424119999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864c0362b1662c2f:0xc9e4aae89efeb051!8m2!3d32.9978268!4d-96.55424119999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,-96.55424119999999,,Quality Steel Erectors,Quality Steel Erectors,,,,,Quality Steel Erectors,+1 972-442-7940,,landline,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rjhON3xVMgU1blpabwSQlw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=356.3197&pitch=0&thumbfov=100,1,ChIJLyxmsWIDTIYRUbD-nuiq5Mk,,,75098,,,"Metal building contractor near Wylie, TX",,5.0,,,,,,,Texas,TX,1703 Martinez Ln,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rjhON3xVMgU1blpabwSQlw&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=356.3197&pitch=0&thumbfov=100,General contractor,America/Chicago,General contractor,,False,,{'Thursday': ['9AM-6PM']},"Thursday,9AM,6PM"
{'Accessibility': {'Wheelchair accessible parking lot': True}},"3334 N State Hwy 78 Ste 17, Wylie, TX 75098",False,,OPERATIONAL,,18010695276672362624,Wylie,,,,,,,,,,,,go-ars.com,,,,,,,,,United States of America,US,,,0x525126ad869a9bb:0xf9f2d7edebdca880,8926c823127ffff,/g/11vs2fcw7b,33.024464699999996,,,"https://www.google.com/maps/place/ARS+General+Contracting/@33.024464699999996,-96.49473859999999,14z/data=!4m8!1m2!2m1!1sARS+General+Contracting!3m4!1s0x525126ad869a9bb:0xf9f2d7edebdca880!8m2!3d33.024464699999996!4d-96.49473859999999","https://www.google.com/maps/place/ARS+General+Contracting/@33.024464699999996,-96.49473859999999,13.99z/data=!4m16!1m7!3m6!1s0x525126ad869a9bb:0xf9f2d7edebdca880!2sARS+General+Contracting!8m2!3d33.024464699999996!4d-96.49473859999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x525126ad869a9bb:0xf9f2d7edebdca880!8m2!3d33.024464699999996!4d-96.49473859999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh6.googleusercontent.com/-DWBZUwAhOog/AAAAAAAAAAI/AAAAAAAAAAA/lEXG_SPCcz4/s44-p-k-no-ns-nd/photo.jpg,-96.49473859999999,,ARS General Contracting,Ars General Contracting,,,114638657293043875653,https://www.google.com/maps/contrib/114638657293043875653,ARS General Contracting,+1 972-200-8372,,landline,https://lh3.googleusercontent.com/p/AF1QipP-b2QIGe0hxXBEkamqfPY1xVL82eKDOxTjfUlX=w800-h500-k-no,65,ChIJu6lp2GoSJQURgKjc6-3X8vk,,,75098,,,"Metal building contractor near Wylie, TX",,5.0,,,,,,,Texas,TX,3334 N State Hwy 78 Ste 17,,"General contractor, Bathroom remodeler, Gutter service, Kitchen remodeler, Painter, Roofing contractor, Siding contractor",America/Chicago,General contractor,,True,https://www.go-ars.com/,{'Thursday': ['Open 24 hours']},
{},"6071 FM 17, Yantis, TX 75497",False,,OPERATIONAL,,7052789384661163513,Yantis,,,,,,,,,,,,dlr-construction.co,,,,,,,,,United States of America,US,,,0x6e106ab5499b7ea7:0x61e08a93fc5fddf9,8926c9888abffff,/g/11vr0f2t2z,32.8987444,,,"https://www.google.com/maps/place/DLR-Construction/@32.8987444,-95.60487529999999,14z/data=!4m8!1m2!2m1!1sDLR-Construction!3m4!1s0x6e106ab5499b7ea7:0x61e08a93fc5fddf9!8m2!3d32.8987444!4d-95.60487529999999","https://www.google.com/maps/place/DLR-Construction/@32.8987444,-95.60487529999999,13.99z/data=!4m16!1m7!3m6!1s0x6e106ab5499b7ea7:0x61e08a93fc5fddf9!2sDLR-Construction!8m2!3d32.8987444!4d-95.60487529999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x6e106ab5499b7ea7:0x61e08a93fc5fddf9!8m2!3d32.8987444!4d-95.60487529999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh6.googleusercontent.com/-upPToncRnjQ/AAAAAAAAAAI/AAAAAAAAAAA/IyCj7MGnejo/s44-p-k-no-ns-nd/photo.jpg,-95.60487529999999,,DLR-Construction,Dlr Construction,,,112700412041987218725,https://www.google.com/maps/contrib/112700412041987218725,DLR-Construction,+1 903-268-7810,T-Mobile USA Inc.,mobile,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerZgfC540TfG2XkDW5rTy1DYJhmCC6tMPHBZ_ObKOtqP3x5pZhPMRXC9lMq2p2cM1QNxzWAgO-1XYaI62m0SZ8as549TOG6uSOq28dLEutLTr2For7hZMfvoTTtVcqYnWl6hMLfI9kV3s0F=w800-h500-k-no,95,ChIJp36bSbVqEG4R-d1f_JOK4GE,,,75497,,,"Metal building contractor near Wylie, TX",,5.0,,,,,,,Texas,TX,6071 FM 17,,Metal construction company,America/Chicago,Metal construction company,,True,https://dlr-construction.co/,{'Thursday': ['5:30AM-6PM']},"Thursday,5:30AM,6PM"
{'Accessibility': {'Wheelchair accessible parking lot': True}},"6529 Industrial Dr building b, Sachse, TX 75048",False,,OPERATIONAL,,6179088285635332151,Sachse,,,,,,,,,,,,,,,,,,,,,United States of America,US,,,0x864c1db8868294ed:0x55c0880ebd124837,8926c821273ffff,/g/11vxxlwch7,32.9820831,,,"https://www.google.com/maps/place/Sachse+Metal+Works/@32.9820831,-96.58895869999999,14z/data=!4m8!1m2!2m1!1sSachse+Metal+Works!3m4!1s0x864c1db8868294ed:0x55c0880ebd124837!8m2!3d32.9820831!4d-96.58895869999999","https://www.google.com/maps/place/Sachse+Metal+Works/@32.9820831,-96.58895869999999,13.99z/data=!4m16!1m7!3m6!1s0x864c1db8868294ed:0x55c0880ebd124837!2sSachse+Metal+Works!8m2!3d32.9820831!4d-96.58895869999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864c1db8868294ed:0x55c0880ebd124837!8m2!3d32.9820831!4d-96.58895869999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh4.googleusercontent.com/-x4Fc5CdCejk/AAAAAAAAAAI/AAAAAAAAAAA/8RmgFwC5Zvg/s44-p-k-no-ns-nd/photo.jpg,-96.58895869999999,,Sachse Metal Works,Sachse Metal Works,,,116463729435302792699,https://www.google.com/maps/contrib/116463729435302792699,Sachse Metal Works,+1 972-757-9338,"NEW CINGULAR WIRELESS PCS, LLC - IL",mobile,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MjRtiQZuqASYMl528ibHHA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=310.1364&pitch=0&thumbfov=100,1,ChIJ7ZSChrgdTIYRN0gSvQ6IwFU,,,75048,,,"Metal building contractor near Sachse, TX",,5.0,,,,,,,Texas,TX,6529 Industrial Dr building b,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MjRtiQZuqASYMl528ibHHA&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=310.1364&pitch=0&thumbfov=100,Metal fabricator,America/Chicago,Metal fabricator,,True,,{'Thursday': ['7AM-6PM']},"Thursday,7AM,6PM"
{'Accessibility': {'Wheelchair accessible parking lot': True}},"2612 White Settlement Rd, Fort Worth, TX 76107",False,,OPERATIONAL,,4651814648544050505,Fort Worth,4037 North Goliad Street,Rockwall,United States,"Fortress Metal Buildings is a leading metal building company in Rockwall, TX. They provide a wide range of products and services for both residential and commercial applications. Their offerings include barndominiums, metal buildings, storage buildings...",10.0,,,,False,"Fortress Metal Buildings is a leading metal building company in Rockwall, TX. They provide a wide range of products and services for both residential and commercial applications. Their offerings include barndominiums, metal buildings, storage buildings...",https://www.linkedin.com/company/fortress-metal-buildings-llc,Fortress Metal Buildings,,,,,TX,America/Chicago,,75087,United States of America,US,,,0x864e73400dfe96cf:0x408e90c6c76d3d49,8926cbda07bffff,/g/11y4y511f4,32.7595054,,,"https://www.google.com/maps/place/Fortress+Metal+Buildings/@32.7595054,-97.3533961,14z/data=!4m8!1m2!2m1!1sFortress+Metal+Buildings!3m4!1s0x864e73400dfe96cf:0x408e90c6c76d3d49!8m2!3d32.7595054!4d-97.3533961","https://www.google.com/maps/place/Fortress+Metal+Buildings/@32.7595054,-97.3533961,13.99z/data=!4m16!1m7!3m6!1s0x864e73400dfe96cf:0x408e90c6c76d3d49!2sFortress+Metal+Buildings!8m2!3d32.7595054!4d-97.3533961!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864e73400dfe96cf:0x408e90c6c76d3d49!8m2!3d32.7595054!4d-97.3533961!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh6.googleusercontent.com/-oxY2yEwYij0/AAAAAAAAAAI/AAAAAAAAAAA/N68JG3IOwQo/s44-p-k-no-ns-nd/photo.jpg,-97.3533961,,Fortress Metal Buildings,Fortress Metal Buildings,,,102002339260777488170,https://www.google.com/maps/contrib/102002339260777488170,Fortress Metal Buildings,+1 817-670-9520,Emergency Networks LLC,mobile,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9FjDr_uYoIUMry3YEcTaiQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=358.13452&pitch=0&thumbfov=100,1,ChIJz5b-DUBzToYRST1tx8aQjkA,,,76107,,,"Metal building contractor near Sachse, TX",,5.0,,,,,,,Texas,TX,2612 White Settlement Rd,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9FjDr_uYoIUMry3YEcTaiQ&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=358.13452&pitch=0&thumbfov=100,"Metal construction company, Construction company, Steel construction company",America/Chicago,Metal construction company,,True,https://fortressmetalbuildings.net/fort-worth/,{'Thursday': ['9AM-8PM']},"Thursday,9AM,8PM"
{},"2717 Co Rd 155, Whitesboro, TX 76273",False,,OPERATIONAL,,17266848383354991055,Whitesboro,,,,,,,,,,,,,,,,,,,,,United States of America,US,,,0x864cf9fa7621e99d:0xefa02b1ef866f1cf,8926c8c5097ffff,/g/11sfsjdqg9,33.6360933,,,"https://www.google.com/maps/place/Morrows+Metal+Buildings/@33.6360933,-96.95267299999999,14z/data=!4m8!1m2!2m1!1sMorrows+Metal+Buildings!3m4!1s0x864cf9fa7621e99d:0xefa02b1ef866f1cf!8m2!3d33.6360933!4d-96.95267299999999","https://www.google.com/maps/place/Morrows+Metal+Buildings/@33.6360933,-96.95267299999999,13.99z/data=!4m16!1m7!3m6!1s0x864cf9fa7621e99d:0xefa02b1ef866f1cf!2sMorrows+Metal+Buildings!8m2!3d33.6360933!4d-96.95267299999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864cf9fa7621e99d:0xefa02b1ef866f1cf!8m2!3d33.6360933!4d-96.95267299999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh3.googleusercontent.com/-aFSO6AWvMkg/AAAAAAAAAAI/AAAAAAAAAAA/cbC_zeE2HNk/s44-p-k-no-ns-nd/photo.jpg,-96.95267299999999,,Morrows Metal Buildings,Morrows Metal Buildings,,,105697044868996075851,https://www.google.com/maps/contrib/105697044868996075851,Morrows Metal Buildings,+1 940-231-8274,"NEW CINGULAR WIRELESS PCS, LLC - IL",mobile,https://lh3.googleusercontent.com/p/AF1QipPLMjXehL9ezNIn2vbKrT9xKkp7fED_Y-J1E8k0=w800-h500-k-no,64,ChIJnekhdvr5TIYRz_Fm-B4roO8,,,76273,,,"Metal building contractor near Murphy, TX",,4.5,,,,,,,Texas,TX,2717 Co Rd 155,,"Metal construction company, Construction company",America/Chicago,Metal construction company,,True,https://www.facebook.com/morrowsmetalbuildings,{'Thursday': ['9AM-5PM']},"Thursday,9AM,5PM"
{},"2105 FM2348, Mt Pleasant, TX 75455",False,,OPERATIONAL,,5247903577615742530,Mt Pleasant,,,,,,,,,,,,homermetalbuildings.net,,,,,,,,,United States of America,US,,,0x8635fb1827037653:0x48d44c7fcf49b642,89444daf5cbffff,/g/11h06n2ypb,33.1058547,,,"https://www.google.com/maps/place/Homer+Metal+Buildings/@33.1058547,-94.9146335,14z/data=!4m8!1m2!2m1!1sHomer+Metal+Buildings!3m4!1s0x8635fb1827037653:0x48d44c7fcf49b642!8m2!3d33.1058547!4d-94.9146335","https://www.google.com/maps/place/Homer+Metal+Buildings/@33.1058547,-94.9146335,13.99z/data=!4m16!1m7!3m6!1s0x8635fb1827037653:0x48d44c7fcf49b642!2sHomer+Metal+Buildings!8m2!3d33.1058547!4d-94.9146335!16s%2Fg%2F11ckvg1dmb!3m7!1s0x8635fb1827037653:0x48d44c7fcf49b642!8m2!3d33.1058547!4d-94.9146335!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh4.googleusercontent.com/--ULtV_oT3Is/AAAAAAAAAAI/AAAAAAAAAAA/PmcaVsis4-g/s44-p-k-no-ns-nd/photo.jpg,-94.9146335,,Homer Metal Buildings,Homer Metal Buildings,,,108277189011796194809,https://www.google.com/maps/contrib/108277189011796194809,Homer Metal Buildings,+1 903-563-2999,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - TX,mobile,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qf4uNwuIyojjv1-N1Yio3A&cb_client=search.gws-prod.gps&w=800&h=500&yaw=81.253876&pitch=0&thumbfov=100,1,ChIJU3YDJxj7NYYRQrZJz39M1Eg,,,75455,,,"Metal building contractor near Murphy, TX",,5.0,,,,,,,Texas,TX,2105 FM2348,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qf4uNwuIyojjv1-N1Yio3A&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=81.253876&pitch=0&thumbfov=100,Metal construction company,America/Chicago,Metal construction company,,True,http://homermetalbuildings.net/contact-us/,,
"{'Accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible parking lot': True}}","3490 S FM 51, Decatur, TX 76234",False,,OPERATIONAL,,3018923313109093241,Decatur,457 Farm to Market Road 2264,Decatur,United States,"At T.R. Metal Buildings we offer turn-key metal building construction as well as numerous other construction services.  We understand that each client would like to have a unique metal building, this is why we construct all of our metal buildings on-site a",10.0,,2005.0,,False,"At T.R. Metal Buildings we offer turn-key metal building construction as well as numerous other construction services.  We understand that each client would like to have a unique metal building, this is why we construct all of our metal buildings on-site a",https://www.linkedin.com/company/tr-metal-buildings,TR Metal Buildings LLC,+1 817-729-0085,,mobile,10000000.0,TX,America/Chicago,,76234,United States of America,US,,,0x864decc883cf2c15:0x29e55ec222034b79,8926ca84eafffff,/g/11bymxzrlf,33.1979858,,,"https://www.google.com/maps/place/TR+Metal+Buildings/@33.1979858,-97.605848,14z/data=!4m8!1m2!2m1!1sTR+Metal+Buildings!3m4!1s0x864decc883cf2c15:0x29e55ec222034b79!8m2!3d33.1979858!4d-97.605848","https://www.google.com/maps/place/TR+Metal+Buildings/@33.1979858,-97.605848,13.99z/data=!4m16!1m7!3m6!1s0x864decc883cf2c15:0x29e55ec222034b79!2sTR+Metal+Buildings!8m2!3d33.1979858!4d-97.605848!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864decc883cf2c15:0x29e55ec222034b79!8m2!3d33.1979858!4d-97.605848!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh5.googleusercontent.com/-zwE8peY8YYs/AAAAAAAAAAI/AAAAAAAAAAA/BDHJzOkPf60/s44-p-k-no-ns-nd/photo.jpg,-97.605848,,TR Metal Buildings,Tr Metal Buildings,,,106852915034582241391,https://www.google.com/maps/contrib/106852915034582241391,TR Metal Buildings,+1 817-233-5715,"NEW CINGULAR WIRELESS PCS, LLC - IL",mobile,https://lh3.googleusercontent.com/p/AF1QipNSz4WJknRwVumVuFk1HVGw95DrLYp2sIwNHsN2=w800-h500-k-no,5,ChIJFSzPg8jsTYYReUsDIsJe5Sk,,,76234,,,"Metal building contractor near Murphy, TX",,4.3,,,,,,,Texas,TX,3490 S FM 51,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mIwyGy_iUn3eC-CWwxZCIQ&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=215.98709&pitch=0&thumbfov=100,Metal construction company,America/Chicago,Metal construction company,,True,http://www.trmetalbuildings.com/,{'Thursday': ['7AM-5PM']},"Thursday,7AM,5PM"
{'Accessibility': {'Wheelchair accessible parking lot': True}},"265 El Dorado Blvd, Webster, TX 77598",False,,OPERATIONAL,,9531891403311194029,Webster,,,,"Please excuse the appearance of our site while it is under construction. For fastest results please call us directly. Precision Metal Buildings 265 El Dorado Blvd, Webster, TX 77598 832 400 6493 www.metalbuildingswebster.com",,,,,False,"Please excuse the appearance of our site while it is under construction. For fastest results please call us directly. Precision Metal Buildings 265 El Dorado Blvd, Webster, TX 77598 832 400 6493 www.metalbuildingswebster.com",,Precision Metal Buildings,,,,,,,,,United States of America,US,Clear Lake,,0x86409b523d6a006b:0x844814baabf69fad,89446c10bbbffff,/g/11y22v8kd5,29.557555299999997,,,"https://www.google.com/maps/place/Precision+Metal+Buildings/@29.557555299999997,-95.1478087,14z/data=!4m8!1m2!2m1!1sPrecision+Metal+Buildings!3m4!1s0x86409b523d6a006b:0x844814baabf69fad!8m2!3d29.557555299999997!4d-95.1478087","https://www.google.com/maps/place/Precision+Metal+Buildings/@29.557555299999997,-95.1478087,13.99z/data=!4m16!1m7!3m6!1s0x86409b523d6a006b:0x844814baabf69fad!2sPrecision+Metal+Buildings!8m2!3d29.557555299999997!4d-95.1478087!16s%2Fg%2F11ckvg1dmb!3m7!1s0x86409b523d6a006b:0x844814baabf69fad!8m2!3d29.557555299999997!4d-95.1478087!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh4.googleusercontent.com/-Jv8i5EreXc0/AAAAAAAAAAI/AAAAAAAAAAA/WejhHKBGAw0/s44-p-k-no-ns-nd/photo.jpg,-95.1478087,,Precision Metal Buildings,Precision Metal Buildings,,,108328328123309670950,https://www.google.com/maps/contrib/108328328123309670950,Precision Metal Buildings,+1 832-400-6493,,landline,https://lh3.googleusercontent.com/p/AF1QipM_G4S92t0oLND2uf503s9RN5yYMwk6k3pAOZsm=w800-h500-k-no,16,ChIJawBqPVKbQIYRrZ_2q7oUSIQ,,,77598,,,"Metal building contractor near Fate, TX",,5.0,,,,,,,Texas,TX,265 El Dorado Blvd,,Steel construction company,America/Chicago,Steel construction company,,True,https://metalbuildingswebster.com/,{'Thursday': ['7AM-7PM']},"Thursday,7AM,7PM"
{},"5719 US-380, Caddo Mills, TX 75135",False,,OPERATIONAL,,6851371842268882959,Caddo Mills,,,,,,,,,,,,,,,,,,,,,United States of America,US,,,0x864bf1410c63c9c9:0x5f14f663f28ce80f,8926c8ad997ffff,/g/11vybs7tp2,33.1515754,,,"https://www.google.com/maps/place/Bluebonnet+Buildings/@33.1515754,-96.2831003,14z/data=!4m8!1m2!2m1!1sBluebonnet+Buildings!3m4!1s0x864bf1410c63c9c9:0x5f14f663f28ce80f!8m2!3d33.1515754!4d-96.2831003","https://www.google.com/maps/place/Bluebonnet+Buildings/@33.1515754,-96.2831003,13.99z/data=!4m16!1m7!3m6!1s0x864bf1410c63c9c9:0x5f14f663f28ce80f!2sBluebonnet+Buildings!8m2!3d33.1515754!4d-96.2831003!16s%2Fg%2F11ckvg1dmb!3m7!1s0x864bf1410c63c9c9:0x5f14f663f28ce80f!8m2!3d33.1515754!4d-96.2831003!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh4.googleusercontent.com/-EGAeqDu6dsA/AAAAAAAAAAI/AAAAAAAAAAA/150J49rjzx8/s44-p-k-no-ns-nd/photo.jpg,-96.2831003,,Bluebonnet Buildings,Bluebonnet Buildings,,,101012971531804786832,https://www.google.com/maps/contrib/101012971531804786832,Bluebonnet Buildings,+1 903-456-3559,"NEW CINGULAR WIRELESS PCS, LLC - IL",mobile,https://lh3.googleusercontent.com/p/AF1QipPgYwamXnrY8KDVpfhrL8bxlxA29xdiv5UkpT0v=w800-h500-k-no,10,ChIJycljDEHxS4YRD-iM8mP2FF8,,,75135,,,"Metal building contractor near Caddo Mills, TX",,5.0,,,,,,,Texas,TX,5719 US-380,,"Portable building manufacturer, Shed builder",America/Chicago,Portable building manufacturer,,True,https://bluebonnetbuildings.com/,{'Thursday': ['9AM-6PM']},"Thursday,9AM,6PM"
{'Accessibility': {'Wheelchair accessible parking lot': True}},"206 N Hts Blvd, Omaha, TX 75571",False,,OPERATIONAL,,10707112962479102700,Omaha,,,,,,,,,,,,,,,,,,,,,United States of America,US,,,0x8635e86cccf1666d:0x94974e82ba8c1aec,89444d33187ffff,/g/11c54cyv58,33.182390999999996,,,"https://www.google.com/maps/place/Crist%C3%A1n+Metal+Buildings+LLC/@33.182390999999996,-94.7475752,14z/data=!4m8!1m2!2m1!1sCrist%C3%A1n+Metal+Buildings+LLC!3m4!1s0x8635e86cccf1666d:0x94974e82ba8c1aec!8m2!3d33.182390999999996!4d-94.7475752","https://www.google.com/maps/place/Crist%C3%A1n+Metal+Buildings+LLC/@33.182390999999996,-94.7475752,13.99z/data=!4m16!1m7!3m6!1s0x8635e86cccf1666d:0x94974e82ba8c1aec!2sCrist%C3%A1n+Metal+Buildings+LLC!8m2!3d33.182390999999996!4d-94.7475752!16s%2Fg%2F11ckvg1dmb!3m7!1s0x8635e86cccf1666d:0x94974e82ba8c1aec!8m2!3d33.182390999999996!4d-94.7475752!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh3.googleusercontent.com/-DrkF_rYrPxk/AAAAAAAAAAI/AAAAAAAAAAA/fn6oPQ2CXvM/s44-p-k-no-ns-nd/photo.jpg,-94.7475752,,Cristán Metal Buildings LLC,Cristán Metal Buildings,,,104141130722620862639,https://www.google.com/maps/contrib/104141130722620862639,Cristán Metal Buildings LLC,+1 903-434-6091,,landline,https://lh3.googleusercontent.com/p/AF1QipNfi5DBiKvAIUXaR98qA9lgvZ6x7kxO351xtyum=w800-h500-k-no,23,ChIJbWbxzGzoNYYR7BqMuoJOl5Q,,,75571,,,"Metal building contractor near Caddo Mills, TX",,4.8,,,,,,,Texas,TX,206 N Hts Blvd,,"Metal construction company, Construction company, Farm equipment repair service, Metal fabricator, Sheet metal contractor, Steel fabricator, Trailer repair shop",America/Chicago,Metal construction company,,True,https://www.facebook.com/CristanMetalBuildings,{'Thursday': ['Open 24 hours']},
{'Accessibility': {'Wheelchair accessible parking lot': True}},"1865 Myrtle Springs Rd, Texarkana, TX 75503",False,,OPERATIONAL,,12310940601567424829,Texarkana,,,,,,,,,,,,whitestonesteel.com,,,,,,,,,United States of America,US,,,0x86344587308d8d7b:0xaad93f403f5c313d,89444d6f0cbffff,/g/11wfkrhv_p,33.482185099999995,,,"https://www.google.com/maps/place/Whitestone+Steel/@33.482185099999995,-94.14650449999999,14z/data=!4m8!1m2!2m1!1sWhitestone+Steel!3m4!1s0x86344587308d8d7b:0xaad93f403f5c313d!8m2!3d33.482185099999995!4d-94.14650449999999","https://www.google.com/maps/place/Whitestone+Steel/@33.482185099999995,-94.14650449999999,13.99z/data=!4m16!1m7!3m6!1s0x86344587308d8d7b:0xaad93f403f5c313d!2sWhitestone+Steel!8m2!3d33.482185099999995!4d-94.14650449999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x86344587308d8d7b:0xaad93f403f5c313d!8m2!3d33.482185099999995!4d-94.14650449999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh4.googleusercontent.com/--jKnXMOoTMQ/AAAAAAAAAAI/AAAAAAAAAAA/eL-vspjx6NY/s44-p-k-no-ns-nd/photo.jpg,-94.14650449999999,,Whitestone Steel,Whitestone Steel,,,118087934929981579028,https://www.google.com/maps/contrib/118087934929981579028,Whitestone Steel,+1 903-824-0893,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - TX,mobile,https://lh3.googleusercontent.com/gps-cs-s/AHVAwercltjVIdJLDgrXS927pzb8nzFxuEX9UpRNpHthPTovSU7eAolWxr0-oLYtZNSLGTdyR4XF9AQCWJyHzTy0E6BJF9wqI5YVeEi-f_zlu6epo-soQB8-_wJLhdazYDop_hzk65cx=w800-h500-k-no,25,ChIJe42NMIdFNIYRPTFcP0A_2ao,,,75503,,,"Metal building contractor near Caddo Mills, TX",,4.9,,,,,,,Texas,TX,1865 Myrtle Springs Rd,,Metal construction company,America/Chicago,Metal construction company,,True,https://design.whitestonesteel.com/,{'Thursday': ['9AM-5PM']},"Thursday,9AM,5PM"
